UTC time,coal,nat_gas,nuclear,hydro,solar,wind,other
2020-03-16 18:00:00,7076,22002,3742,149,1097,5958,24
2020-03-16 19:00:00,7114,21714,3742,149,1249,6328,25
2020-03-16 20:00:00,7180,21871,3742,150,1391,5709,19
2020-03-16 21:00:00,7190,22133,3743,149,1381,5266,20
2020-03-16 22:00:00,7132,22521,3746,149,1550,4799,23
2020-03-16 23:00:00,7141,22580,3746,149,1729,4669,23
2020-03-17 00:00:00,7053,22757,3746,150,1205,5105,34
2020-03-17 01:00:00,7029,23007,3746,184,214,6155,33
2020-03-17 02:00:00,6937,22115,3746,158,0,7712,23
2020-03-17 03:00:00,6078,20525,3745,151,0,9032,18
2020-03-17 04:00:00,6252,17941,3747,77,0,9792,22
2020-03-17 05:00:00,5847,15946,3748,77,0,10002,22
2020-03-17 06:00:00,4776,15059,3748,114,0,9998,22
2020-03-17 07:00:00,4177,15190,3748,114,0,9149,21
2020-03-17 08:00:00,4171,15706,3746,114,0,7790,22
2020-03-17 09:00:00,4511,15905,3746,114,0,6915,24
2020-03-17 10:00:00,5888,16411,3746,114,0,5209,19
2020-03-17 11:00:00,6837,17248,3746,114,0,4557,22
2020-03-17 12:00:00,7048,18709,3746,140,0,4771,22
2020-03-17 13:00:00,7450,19586,3745,150,0,5287,25
2020-03-17 14:00:00,7327,19066,3746,150,70,6659,25
2020-03-17 15:00:00,6770,19066,3745,178,364,8211,26
2020-03-17 16:00:00,6301,18796,3745,191,770,9972,25
2020-03-17 17:00:00,6545,18352,3745,212,1051,11323,27
2020-03-17 18:00:00,6871,18477,3744,179,1261,11964,25
2020-03-17 19:00:00,7642,19319,3744,178,1203,11483,28
2020-03-17 20:00:00,7911,19245,3743,178,1067,11823,24
2020-03-17 21:00:00,7743,18967,3744,150,857,13006,24
2020-03-17 22:00:00,7586,19158,3744,150,401,13651,29
2020-03-17 23:00:00,7639,19164,3745,150,470,13331,25
2020-03-18 00:00:00,8002,19660,3744,151,239,11849,20
2020-03-18 01:00:00,7866,22241,3744,185,52,8689,41
2020-03-18 02:00:00,7929,23610,3744,159,0,7012,39
2020-03-18 03:00:00,7943,22699,3744,151,0,6539,25
2020-03-18 04:00:00,7824,20186,3744,115,0,6855,24
2020-03-18 05:00:00,7805,17967,3744,114,0,6745,21
2020-03-18 06:00:00,7076,1071,3744,114,0,7011,15187
2020-03-18 07:00:00,6719,726,3744,87,0,6858,14989
2020-03-18 08:00:00,6731,714,3744,86,0,6219,14620
2020-03-18 09:00:00,6139,689,3744,86,0,6465,14611
2020-03-18 10:00:00,5530,708,3744,85,0,7551,14361
2020-03-18 11:00:00,4676,1293,3744,86,0,9160,14148
2020-03-18 12:00:00,3914,2188,3744,121,0,10781,14602
2020-03-18 13:00:00,4118,2193,3744,123,1,11653,15194
2020-03-18 14:00:00,4229,2261,3744,123,236,11942,15303
2020-03-18 15:00:00,4845,2552,3744,150,1023,10676,15979
2020-03-18 16:00:00,5413,2748,3744,147,1242,10719,16274
2020-03-18 17:00:00,6338,2799,3743,147,1433,10909,16232
2020-03-18 18:00:00,7244,3237,3748,146,1554,10377,16779
2020-03-18 19:00:00,7516,3995,3750,146,1634,10345,16603
2020-03-18 20:00:00,7856,4263,3745,147,1543,10361,16726
2020-03-18 21:00:00,7840,5140,3741,148,951,10782,16626
2020-03-18 22:00:00,7932,4842,3742,148,631,11477,16734
2020-03-18 23:00:00,7953,4399,3742,147,663,11400,17248
2020-03-19 00:00:00,7690,3851,3742,147,340,12051,17330
2020-03-19 01:00:00,6814,3791,3742,183,63,12932,17114
2020-03-19 02:00:00,7795,3698,3742,188,0,12177,16902
2020-03-19 03:00:00,7640,3052,3742,153,0,12204,16036
2020-03-19 04:00:00,6674,1792,3742,108,0,13539,14632
2020-03-19 05:00:00,5871,684,3741,109,0,13606,13859
2020-03-19 06:00:00,6532,12632,3742,84,0,12729,20
2020-03-19 07:00:00,6058,11128,3742,84,0,13378,15
2020-03-19 08:00:00,4967,10805,3741,84,0,13822,19
2020-03-19 09:00:00,4323,10831,3741,84,0,13805,19
2020-03-19 10:00:00,3829,11355,3741,84,0,14114,22
2020-03-19 11:00:00,3638,10983,3741,84,0,15917,21
2020-03-19 12:00:00,3698,12105,3742,85,0,16878,23
2020-03-19 13:00:00,4176,13693,3742,85,1,16292,24
2020-03-19 14:00:00,4524,14276,3742,84,305,15588,21
2020-03-19 15:00:00,5180,14582,3742,108,1464,14765,23
2020-03-19 16:00:00,5535,14890,3742,146,1877,15341,23
2020-03-19 17:00:00,5958,15307,3742,146,1873,16067,23
2020-03-19 18:00:00,6634,16564,3742,150,1951,15532,21
2020-03-19 19:00:00,7485,17680,3741,154,1948,14728,19
2020-03-19 20:00:00,7675,18351,3741,188,1918,14793,23
2020-03-19 21:00:00,8306,18246,3741,155,1775,15330,25
2020-03-19 22:00:00,8525,18620,3740,153,1428,15675,26
2020-03-19 23:00:00,8474,18802,3741,179,858,15700,26
2020-03-20 00:00:00,8087,18954,3744,164,311,15498,22
2020-03-20 01:00:00,8216,18879,3743,188,53,14719,32
2020-03-20 02:00:00,8453,18770,3744,194,0,14448,35
2020-03-20 03:00:00,7229,17859,3744,160,0,15064,35
2020-03-20 04:00:00,6589,16866,3744,151,0,14259,29
2020-03-20 05:00:00,5971,15734,3744,150,0,13227,24
2020-03-20 06:00:00,6091,14213,3745,87,0,12400,28
2020-03-20 07:00:00,6266,13416,3745,85,0,11264,26
2020-03-20 08:00:00,6248,13222,3745,85,0,10457,25
2020-03-20 09:00:00,5218,12132,3744,84,0,12275,19
2020-03-20 10:00:00,4270,10797,3745,85,0,14913,22
2020-03-20 11:00:00,4177,10994,3745,85,0,15683,23
2020-03-20 12:00:00,4558,11732,3745,85,0,16126,22
2020-03-20 13:00:00,5223,12480,3745,85,0,16126,25
2020-03-20 14:00:00,5140,13005,3745,90,295,16231,25
2020-03-20 15:00:00,5729,13499,3744,89,1070,15371,25
2020-03-20 16:00:00,6458,13956,3744,181,1198,14899,26
2020-03-20 17:00:00,6749,14812,3744,203,1505,14270,27
2020-03-20 18:00:00,6824,16375,3740,202,1816,12718,26
2020-03-20 19:00:00,6564,17498,3740,200,2235,11308,25
2020-03-20 20:00:00,6635,17982,3740,171,2174,10231,25
2020-03-20 21:00:00,6667,18714,3739,151,2207,8763,21
2020-03-20 22:00:00,6442,18831,3739,153,2242,8344,26
2020-03-20 23:00:00,6462,18572,3740,153,2191,8417,29
2020-03-21 00:00:00,6524,18941,3739,152,1702,8261,28
2020-03-21 01:00:00,7854,19713,3739,188,349,7855,41
2020-03-21 02:00:00,8577,20064,3739,194,0,7572,41
2020-03-21 03:00:00,8016,19108,3739,159,0,8188,35
2020-03-21 04:00:00,6820,17846,3740,114,0,9222,27
2020-03-21 05:00:00,6361,16487,3740,112,0,9273,23
2020-03-21 06:00:00,5711,16353,3741,89,0,8576,26
2020-03-21 07:00:00,5789,16174,3741,87,0,7630,23
2020-03-21 08:00:00,5903,16243,3741,87,0,6839,25
2020-03-21 09:00:00,6215,16371,3741,88,0,6138,22
2020-03-21 10:00:00,6398,16654,3742,88,0,5845,26
2020-03-21 11:00:00,6139,17391,3743,129,0,5928,24
2020-03-21 12:00:00,5752,18761,3743,136,0,5898,23
2020-03-21 13:00:00,6138,19817,3743,138,1,5696,24
2020-03-21 14:00:00,6391,20586,3743,175,44,5726,26
2020-03-21 15:00:00,7069,20978,3743,177,138,5518,28
2020-03-21 16:00:00,7846,22078,3743,199,261,4271,27
2020-03-21 17:00:00,8242,22321,3743,200,466,3513,32
2020-03-21 18:00:00,8307,22278,3743,200,599,2955,36
2020-03-21 19:00:00,8304,22192,3743,201,634,2783,30
2020-03-21 20:00:00,7977,21861,3744,201,607,2888,29
2020-03-21 21:00:00,7911,21836,3744,201,442,2784,21
2020-03-21 22:00:00,7558,21819,3744,200,383,3118,22
2020-03-21 23:00:00,7795,21779,3744,201,258,3368,21
2020-03-22 00:00:00,7662,21754,3744,202,160,3617,21
2020-03-22 01:00:00,7991,21897,3743,236,29,3841,28
2020-03-22 02:00:00,8028,21774,3744,205,0,4129,31
2020-03-22 03:00:00,7854,21740,3743,184,0,3516,21
2020-03-22 04:00:00,8235,21163,3744,162,0,2822,22
2020-03-22 05:00:00,7931,20144,3744,162,0,2599,18
2020-03-22 06:00:00,7301,19245,3744,137,0,2779,18
2020-03-22 07:00:00,6714,18980,3744,136,0,2549,18
2020-03-22 08:00:00,6203,18661,3744,137,0,2707,24
2020-03-22 09:00:00,5894,18579,3744,137,0,2685,21
2020-03-22 10:00:00,5658,18467,3744,137,0,2887,22
2020-03-22 11:00:00,5580,18795,3744,177,0,2963,24
2020-03-22 12:00:00,5892,18966,3744,182,0,2871,22
2020-03-22 13:00:00,5856,19670,3744,180,1,2954,26
2020-03-22 14:00:00,6315,20025,3744,176,119,2907,27
2020-03-22 15:00:00,7319,20328,3744,172,387,2746,30
2020-03-22 16:00:00,8215,20676,3744,193,542,2497,25
2020-03-22 17:00:00,8398,21025,3744,219,924,2243,22
2020-03-22 18:00:00,8314,20743,3744,247,1557,2312,25
2020-03-22 19:00:00,7979,20087,3744,235,2118,2802,24
2020-03-22 20:00:00,7322,19666,3744,230,2104,3908,22
2020-03-22 21:00:00,6833,19214,3743,233,1908,5275,26
2020-03-22 22:00:00,6506,18557,3743,239,1920,6359,26
2020-03-22 23:00:00,6121,18296,3743,243,1787,7018,28
2020-03-23 00:00:00,6226,18896,3743,243,1348,6892,33
2020-03-23 01:00:00,6936,20357,3743,265,276,6175,42
2020-03-23 02:00:00,6710,20113,3743,267,0,7369,38
2020-03-23 03:00:00,6554,18396,3743,224,0,8708,27
2020-03-23 04:00:00,6497,15957,3743,165,0,9654,23
2020-03-23 05:00:00,5793,13915,3744,160,0,10147,24
2020-03-23 06:00:00,5332,12407,3744,136,0,10472,27
2020-03-23 07:00:00,4858,11746,3744,137,0,10496,23
2020-03-23 08:00:00,4532,11661,3744,137,0,10230,25
2020-03-23 09:00:00,4334,12298,3744,136,0,9600,24
2020-03-23 10:00:00,4958,13453,3744,133,0,8335,27
2020-03-23 11:00:00,5565,15130,3744,129,0,7198,28
2020-03-23 12:00:00,7058,17464,3744,129,0,5628,24
2020-03-23 13:00:00,7755,19161,3744,107,1,4823,32
2020-03-23 14:00:00,8027,19987,3744,90,241,4218,35
2020-03-23 15:00:00,7937,21013,3743,141,1033,3468,29
2020-03-23 16:00:00,7891,21704,3744,152,1890,3329,29
2020-03-23 17:00:00,8123,22518,3743,154,2038,3553,28
2020-03-23 18:00:00,8153,22737,3743,155,2102,4121,27
2020-03-23 19:00:00,8202,22638,3742,155,2152,5038,27
2020-03-23 20:00:00,8246,22213,3742,154,2187,5810,24
2020-03-23 21:00:00,8194,21878,3742,182,2073,6629,26
2020-03-23 22:00:00,8187,21383,3742,201,1676,7853,23
2020-03-23 23:00:00,8292,20675,3741,202,1377,8903,26
2020-03-24 00:00:00,8221,19909,3742,201,1105,9594,27
2020-03-24 01:00:00,8234,19566,3741,235,282,10147,37
2020-03-24 02:00:00,8450,18372,3741,243,0,11466,35
2020-03-24 03:00:00,7945,16648,3741,181,0,12277,24
2020-03-24 04:00:00,7766,14538,3742,155,0,12296,22
2020-03-24 05:00:00,7209,11733,3741,153,0,13274,23
2020-03-24 06:00:00,6169,10515,3741,127,0,13396,32
2020-03-24 07:00:00,5654,10023,3741,153,0,13091,32
2020-03-24 08:00:00,5496,9325,3741,177,0,12978,22
2020-03-24 09:00:00,5418,9123,3741,148,0,12871,20
2020-03-24 10:00:00,5298,9541,3741,127,0,12728,21
2020-03-24 11:00:00,5469,10850,3741,126,0,12234,20
2020-03-24 12:00:00,5809,13319,3741,125,0,11091,23
2020-03-24 13:00:00,6727,15514,3742,155,3,9195,21
2020-03-24 14:00:00,7455,16416,3742,175,192,8193,22
2020-03-24 15:00:00,6755,16435,3742,173,1570,9176,21
2020-03-24 16:00:00,6252,17225,3742,188,2342,9842,21
2020-03-24 17:00:00,6513,19462,3742,199,2430,9157,20
2020-03-24 18:00:00,7300,21447,3741,170,2481,8311,23
2020-03-24 19:00:00,8032,22980,3740,149,2478,8148,20
2020-03-24 20:00:00,8303,23538,3740,149,2444,8533,21
2020-03-24 21:00:00,8356,24326,3740,150,2408,8380,20
2020-03-24 22:00:00,8416,25589,3740,151,2385,7713,19
2020-03-24 23:00:00,8599,26892,3739,151,2357,6560,20
2020-03-25 00:00:00,8556,27731,3739,179,1862,5383,31
2020-03-25 01:00:00,8612,28447,3739,199,494,4007,28
2020-03-25 02:00:00,8574,28421,3740,199,1,3537,16
2020-03-25 03:00:00,8424,26187,3739,200,0,3947,10
2020-03-25 04:00:00,8447,23440,3740,200,0,3859,10
2020-03-25 05:00:00,7689,20240,3740,172,0,4619,9
2020-03-25 06:00:00,6264,18074,3740,124,0,5744,10
2020-03-25 07:00:00,5063,16036,3740,123,0,7269,10
2020-03-25 08:00:00,4351,14550,3740,123,0,8522,10
2020-03-25 09:00:00,4246,13171,3740,123,0,9496,9
2020-03-25 10:00:00,4132,13052,3740,124,0,9822,10
2020-03-25 11:00:00,4136,14175,3740,124,0,9706,10
2020-03-25 12:00:00,4556,15701,3741,123,0,9396,10
2020-03-25 13:00:00,5150,16250,3741,124,5,9522,11
2020-03-25 14:00:00,5282,16560,3740,123,606,9491,13
2020-03-25 15:00:00,5668,18171,3740,124,2045,7263,17
2020-03-25 16:00:00,7038,19710,3741,147,2367,5318,16
2020-03-25 17:00:00,7844,19911,3745,149,2437,6281,18
2020-03-25 18:00:00,8276,20818,3744,149,2420,7516,20
2020-03-25 19:00:00,8479,21855,3739,149,2314,9008,25
2020-03-25 20:00:00,8411,22550,3738,150,2220,10763,26
2020-03-25 21:00:00,8703,22820,3737,150,2225,12179,22
2020-03-25 22:00:00,9156,23034,3736,150,2221,13040,27
2020-03-25 23:00:00,9236,23517,3735,150,2188,13220,19
2020-03-26 00:00:00,9177,23966,3735,150,1717,12227,20
2020-03-26 01:00:00,9033,24091,3735,150,381,11121,21
2020-03-26 02:00:00,8675,22218,3735,150,0,12754,18
2020-03-26 03:00:00,7226,19052,3735,150,0,15290,24
2020-03-26 04:00:00,6259,15722,3735,151,0,16677,17
2020-03-26 05:00:00,5276,13233,3735,149,0,16901,17
2020-03-26 06:00:00,4971,10764,3735,122,0,17059,17
2020-03-26 07:00:00,4547,9526,3735,123,0,16968,19
2020-03-26 08:00:00,4178,8834,3735,123,0,16674,17
2020-03-26 09:00:00,4020,8472,3735,123,0,16523,15
2020-03-26 10:00:00,4001,8308,3735,123,0,16566,14
2020-03-26 11:00:00,4022,9652,3736,123,0,16020,18
2020-03-26 12:00:00,4164,11883,3736,124,0,14993,16
2020-03-26 13:00:00,4341,13517,3737,124,4,14161,14
2020-03-26 14:00:00,4807,14977,3736,137,603,12557,15
2020-03-26 15:00:00,5000,16397,3735,188,1933,11077,16
2020-03-26 16:00:00,5811,17596,3734,240,2237,10793,17
2020-03-26 17:00:00,7086,19118,3735,169,2320,10329,18
2020-03-26 18:00:00,8171,20656,3735,149,2263,10354,21
2020-03-26 19:00:00,8364,22130,3735,150,2325,11151,25
2020-03-26 20:00:00,8293,23322,3734,178,2299,12197,32
2020-03-26 21:00:00,8158,24371,3734,198,2317,12797,13
2020-03-26 22:00:00,8251,25053,3736,198,2089,12841,20
2020-03-26 23:00:00,8341,24967,3736,198,1636,13411,12
2020-03-27 00:00:00,8150,24687,3736,199,685,13183,11
2020-03-27 01:00:00,7695,23412,3737,199,110,13556,17
2020-03-27 02:00:00,7302,21019,3737,198,0,15851,15
2020-03-27 03:00:00,6418,18853,3737,168,0,16890,13
2020-03-27 04:00:00,6116,16959,3737,151,0,16193,13
2020-03-27 05:00:00,6232,14706,3738,151,0,15132,14
2020-03-27 06:00:00,6136,13134,3737,124,0,14352,10
2020-03-27 07:00:00,6092,12896,3738,123,0,12786,11
2020-03-27 08:00:00,6171,13015,3737,99,0,11380,10
2020-03-27 09:00:00,6128,13143,3738,98,0,10571,12
2020-03-27 10:00:00,6444,13479,3738,99,0,9769,11
2020-03-27 11:00:00,6758,14815,3738,98,0,8876,12
2020-03-27 12:00:00,6516,16590,3738,98,0,8687,8
2020-03-27 13:00:00,5752,17447,3738,127,2,9650,10
2020-03-27 14:00:00,5483,17784,3738,171,182,10379,11
2020-03-27 15:00:00,6578,18730,3738,195,566,9758,16
2020-03-27 16:00:00,7773,19985,3738,148,978,9019,21
2020-03-27 17:00:00,8386,21731,3737,125,1330,8702,21
2020-03-27 18:00:00,8413,24296,3737,125,1544,7985,25
2020-03-27 19:00:00,8318,25531,3737,125,1637,8659,17
2020-03-27 20:00:00,8422,25723,3737,126,1643,9594,20
2020-03-27 21:00:00,8478,26478,3736,126,1425,9828,31
2020-03-27 22:00:00,8324,26632,3736,126,973,10785,19
2020-03-27 23:00:00,8269,25436,3736,154,601,11981,12
2020-03-28 00:00:00,8003,24590,3736,151,281,12186,11
2020-03-28 01:00:00,7497,23637,3736,117,87,12565,18
2020-03-28 02:00:00,6861,22276,3736,98,6,14470,11
2020-03-28 03:00:00,5789,19711,3736,98,6,16452,11
2020-03-28 04:00:00,5149,16491,3736,98,6,18353,9
2020-03-28 05:00:00,4592,14281,3737,98,6,18626,12
2020-03-28 06:00:00,4637,11697,3736,98,6,18917,12
2020-03-28 07:00:00,4218,10390,3736,123,6,18980,10
2020-03-28 08:00:00,4153,9039,3737,98,6,19121,7
2020-03-28 09:00:00,3842,8489,3737,97,6,19232,5
2020-03-28 10:00:00,3806,9061,3737,98,6,18171,9
2020-03-28 11:00:00,3870,9779,3737,99,6,17269,9
2020-03-28 12:00:00,3916,10183,3737,98,6,17062,8
2020-03-28 13:00:00,3875,10460,3737,127,9,17190,10
2020-03-28 14:00:00,4196,11176,3737,176,395,16518,9
2020-03-28 15:00:00,4570,11449,3737,168,1012,16498,8
2020-03-28 16:00:00,4599,12177,3737,168,1052,17215,10
2020-03-28 17:00:00,4631,13269,3737,168,1128,17396,12
2020-03-28 18:00:00,4845,14276,3737,167,1057,16846,14
2020-03-28 19:00:00,4691,14975,3737,133,1404,16231,10
2020-03-28 20:00:00,4790,15459,3737,134,1834,15483,8
2020-03-28 21:00:00,4837,15946,3738,126,2078,14821,8
2020-03-28 22:00:00,4686,16114,3737,126,2385,14106,9
2020-03-28 23:00:00,4144,16166,3738,154,2339,13827,11
2020-03-29 00:00:00,4340,16671,3738,120,1876,12567,14
2020-03-29 01:00:00,5822,18587,3737,100,466,9653,31
2020-03-29 02:00:00,7336,20001,3738,99,7,7143,21
2020-03-29 03:00:00,6521,19247,3738,98,6,7518,18
2020-03-29 04:00:00,5401,17656,3738,98,6,8748,16
2020-03-29 05:00:00,4835,16519,3738,98,6,8447,12
2020-03-29 06:00:00,4267,15799,3738,98,6,7937,17
2020-03-29 07:00:00,3893,15724,3738,122,6,6956,14
2020-03-29 08:00:00,3861,15681,3738,99,6,6134,15
2020-03-29 09:00:00,3889,15175,3738,98,6,6133,13
2020-03-29 10:00:00,3840,15677,3739,98,6,5415,15
2020-03-29 11:00:00,3894,16481,3738,98,6,4703,16
2020-03-29 12:00:00,4468,17280,3739,98,6,3891,19
2020-03-29 13:00:00,4701,17245,3739,127,16,4240,16
2020-03-29 14:00:00,4674,17733,3738,206,402,4294,14
2020-03-29 15:00:00,5126,18539,3739,189,1109,3909,22
2020-03-29 16:00:00,5525,18542,3739,168,1722,4325,18
2020-03-29 17:00:00,5219,18363,3738,167,1869,5472,16
2020-03-29 18:00:00,5927,18561,3737,168,1777,5640,20
2020-03-29 19:00:00,6145,18761,3738,167,1793,5770,18
2020-03-29 20:00:00,5923,18839,3738,133,1715,6563,17
2020-03-29 21:00:00,6046,18485,3738,126,1599,7362,14
2020-03-29 22:00:00,6246,18131,3738,125,1447,8047,16
2020-03-29 23:00:00,6039,18012,3739,153,1159,8973,15
2020-03-30 00:00:00,5167,18021,3739,122,826,10297,14
2020-03-30 01:00:00,5516,18004,3740,98,224,10848,21
2020-03-30 02:00:00,5943,17414,3739,98,6,11834,22
2020-03-30 03:00:00,5024,16021,3739,99,6,13157,16
2020-03-30 04:00:00,4658,13873,3740,98,6,14027,15
2020-03-30 05:00:00,4480,11602,3740,98,6,14421,13
2020-03-30 06:00:00,4184,9966,3739,98,6,14607,13
2020-03-30 07:00:00,3933,9299,3740,122,6,14228,10
2020-03-30 08:00:00,3930,9064,3740,99,6,13651,14
2020-03-30 09:00:00,3968,10226,3739,98,6,11978,14
2020-03-30 10:00:00,4168,10968,3739,98,6,11251,22
2020-03-30 11:00:00,5089,11913,3739,99,6,10389,27
2020-03-30 12:00:00,6071,14453,3740,98,6,8545,20
2020-03-30 13:00:00,6936,15587,3739,127,7,8063,16
2020-03-30 14:00:00,6991,16381,3739,178,113,8117,19
2020-03-30 15:00:00,6824,16832,3739,167,510,8584,16
2020-03-30 16:00:00,6175,16774,3739,167,963,10108,12
2020-03-30 17:00:00,6445,16676,3739,167,1533,10525,21
2020-03-30 18:00:00,7546,17757,3738,168,1699,9121,17
2020-03-30 19:00:00,7937,18672,3738,133,1898,8450,17
2020-03-30 20:00:00,7757,19007,3737,133,1811,8783,14
2020-03-30 21:00:00,6952,18540,3737,125,1743,10278,13
2020-03-30 22:00:00,6156,18043,3738,125,1704,11770,18
2020-03-30 23:00:00,6102,17358,3737,152,1386,13419,22
2020-03-31 00:00:00,6173,17490,3738,120,1074,13613,19
2020-03-31 01:00:00,6949,18440,3737,99,322,12217,22
2020-03-31 02:00:00,7326,18783,3737,99,7,11510,18
2020-03-31 03:00:00,7203,18291,3737,99,6,10539,16
2020-03-31 04:00:00,7501,17819,3738,99,6,8923,22
2020-03-31 05:00:00,7683,16504,3739,99,6,7974,24
2020-03-31 06:00:00,7902,15675,3740,99,6,6674,28
2020-03-31 07:00:00,7663,15217,3740,122,6,6142,18
2020-03-31 08:00:00,6964,14611,3739,99,6,6670,15
2020-03-31 09:00:00,6436,14047,3737,97,6,7356,10
2020-03-31 10:00:00,5657,13790,3738,98,6,8573,13
2020-03-31 11:00:00,5145,15251,3738,98,6,8732,12
2020-03-31 12:00:00,4922,16888,3738,98,6,8872,12
2020-03-31 13:00:00,5255,18361,3738,100,22,8298,14
2020-03-31 14:00:00,5947,19406,3739,159,817,6412,13
2020-03-31 15:00:00,5983,20338,3739,167,2143,4964,11
2020-03-31 16:00:00,5529,20122,3739,194,2380,5901,10
2020-03-31 17:00:00,5696,20288,3738,214,2331,6080,11
2020-03-31 18:00:00,6329,21186,3738,186,2299,4759,16
2020-03-31 19:00:00,7668,21527,3738,132,2369,3485,15
2020-03-31 20:00:00,8209,21631,3738,133,2370,2909,17
2020-03-31 21:00:00,8536,21707,3738,126,2399,2993,18
2020-03-31 22:00:00,9098,21450,3739,126,2309,3245,18
2020-03-31 23:00:00,8795,21462,3739,126,2202,3727,18
2020-04-01 00:00:00,8049,21643,3739,99,1460,4656,23
2020-04-01 01:00:00,6745,21974,3739,98,320,5998,20
2020-04-01 02:00:00,5790,20903,3738,98,0,8728,14
2020-04-01 03:00:00,4903,17663,3737,98,0,11657,16
2020-04-01 04:00:00,4750,13481,3738,98,0,13948,13
2020-04-01 05:00:00,4526,10771,3739,98,0,14515,15
2020-04-01 06:00:00,4295,8360,3739,98,0,15377,17
2020-04-01 07:00:00,4061,7901,3739,98,0,14739,14
2020-04-01 08:00:00,3943,7522,3739,98,0,14548,14
2020-04-01 09:00:00,3838,7498,3739,98,0,14485,15
2020-04-01 10:00:00,3839,7696,3739,98,0,14612,17
2020-04-01 11:00:00,3814,8476,3740,98,0,14943,15
2020-04-01 12:00:00,4235,9587,3740,98,0,15146,18
2020-04-01 13:00:00,4560,10286,3741,98,8,15368,17
2020-04-01 14:00:00,4538,11335,3740,132,170,14956,17
2020-04-01 15:00:00,4589,11679,3740,140,339,15103,15
2020-04-01 16:00:00,4803,11221,3740,145,472,15903,14
2020-04-01 17:00:00,5036,11419,3740,226,474,16074,16
2020-04-01 18:00:00,5428,11918,3740,208,618,15751,15
2020-04-01 19:00:00,5174,12644,3740,207,698,15760,19
2020-04-01 20:00:00,5214,13183,3740,150,660,15765,21
2020-04-01 21:00:00,5642,13554,3740,123,541,15535,17
2020-04-01 22:00:00,5438,13765,3739,123,438,15994,17
2020-04-01 23:00:00,5219,13478,3739,166,390,16877,18
2020-04-02 00:00:00,5177,12783,3739,123,387,17566,22
2020-04-02 01:00:00,4930,12584,3739,123,91,17576,20
2020-04-02 02:00:00,5084,12963,3739,123,0,17526,17
2020-04-02 03:00:00,4891,11623,3739,123,0,17679,18
2020-04-02 04:00:00,4843,9812,3739,97,0,17410,20
2020-04-02 05:00:00,5111,7664,3740,97,0,16846,15
2020-04-02 06:00:00,4743,6751,3745,97,0,16371,19
2020-04-02 07:00:00,4284,6526,3746,97,0,15816,16
2020-04-02 08:00:00,4043,6590,3742,97,0,15308,21
2020-04-02 09:00:00,3963,6618,3740,97,0,14901,19
2020-04-02 10:00:00,4225,6738,3740,97,0,14650,18
2020-04-02 11:00:00,4654,7383,3740,97,0,14607,30
2020-04-02 12:00:00,4720,9304,3741,97,0,14523,38
2020-04-02 13:00:00,4793,10407,3741,97,4,14967,30
2020-04-02 14:00:00,5008,11625,3740,132,362,14479,24
2020-04-02 15:00:00,5396,13129,3740,139,1176,12747,21
2020-04-02 16:00:00,4968,14357,3740,181,1736,12497,19
2020-04-02 17:00:00,5056,15592,3740,164,1804,12229,25
2020-04-02 18:00:00,5761,16486,3740,165,1950,11035,27
2020-04-02 19:00:00,6930,16979,3740,131,2022,9775,30
2020-04-02 20:00:00,7712,16285,3740,132,2150,9669,29
2020-04-02 21:00:00,7335,16324,3740,124,2168,10129,19
2020-04-02 22:00:00,6678,16614,3740,124,2180,10656,21
2020-04-02 23:00:00,6014,16529,3740,124,2199,11545,24
2020-04-03 00:00:00,5667,16098,3740,123,1783,12997,23
2020-04-03 01:00:00,5642,16531,3740,123,478,13633,20
2020-04-03 02:00:00,5757,16080,3740,122,2,14787,25
2020-04-03 03:00:00,5478,13969,3740,122,0,15961,20
2020-04-03 04:00:00,5171,11299,3739,97,0,17088,21
2020-04-03 05:00:00,4940,9385,3740,96,0,17124,18
2020-04-03 06:00:00,4648,7904,3740,64,0,16953,25
2020-04-03 07:00:00,4396,8002,3741,59,0,16099,29
2020-04-03 08:00:00,4411,8073,3741,59,0,15257,25
2020-04-03 09:00:00,4413,8802,3741,59,0,14048,17
2020-04-03 10:00:00,4852,9307,3741,59,0,13437,15
2020-04-03 11:00:00,5363,10084,3741,59,0,12877,18
2020-04-03 12:00:00,5346,10898,3741,95,0,13705,15
2020-04-03 13:00:00,5400,11543,3741,96,8,14213,18
2020-04-03 14:00:00,6192,11848,3741,131,283,13975,13
2020-04-03 15:00:00,6146,12335,3741,139,491,14762,11
2020-04-03 16:00:00,6140,12808,3740,209,428,15622,12
2020-04-03 17:00:00,6073,13668,3740,211,611,15710,16
2020-04-03 18:00:00,5816,14488,3740,211,1030,15549,17
2020-04-03 19:00:00,6246,15311,3740,150,933,15129,21
2020-04-03 20:00:00,6452,15793,3739,132,1572,14229,19
2020-04-03 21:00:00,6617,16665,3740,151,1940,12745,16
2020-04-03 22:00:00,6522,17343,3740,171,1956,11828,17
2020-04-03 23:00:00,7212,18126,3741,172,1592,10388,19
2020-04-04 00:00:00,8353,18344,3742,143,757,9606,28
2020-04-04 01:00:00,9166,18504,3741,122,173,9081,31
2020-04-04 02:00:00,9297,18709,3741,122,1,8936,18
2020-04-04 03:00:00,9043,17965,3742,122,0,8749,16
2020-04-04 04:00:00,8094,16896,3742,95,0,9180,19
2020-04-04 05:00:00,7370,15828,3742,95,0,9247,18
2020-04-04 06:00:00,7281,15057,3742,59,0,8673,20
